"","time","signal"
"1",1,0.888702392578125
"2",2,-0.0834921970963478
"3",3,-0.19361400604248
"4",4,1.60252034664154
"5",5,0.992434501647949
"6",6,-0.70077782869339
"7",7,-1.36179423332214
"8",8,-0.0694324150681496
"9",9,0.601199328899384
"10",10,0.532798051834106
